1	0.001320	0.005779
101	1.690209	0.000456
201	8.399844	0.000183
301	8.276164	0.000277
401	1.162292	0.002632
501	0.902702	0.004234
601	1.986946	0.002308
701	6.549971	0.000817
801	4.843756	0.001262
901	1.152432	0.005965
1001	14.067114	0.000543
1101	2.553277	0.003290
1201	7.201387	0.001272
1301	2.774476	0.003578
1401	14.803473	0.000722
1501	11.564408	0.000990
1601	22.288524	0.000548
1701	3.830369	0.003388
1801	17.413946	0.000789
1901	8.225584	0.001763
2001	4.356731	0.003504
2101	3.133643	0.005115
2201	15.053593	0.001116
2301	24.139135	0.000727
2401	21.252586	0.000862
2501	16.321663	0.001169
2601	9.352725	0.002122
2701	7.471849	0.002758
2801	16.887359	0.001265
2901	47.577847	0.000465
3001	2.745175	0.008340
3101	16.248437	0.001456
3201	26.675936	0.000915
3301	19.060092	0.001321
3401	21.864903	0.001187
3501	29.237428	0.000914
3601	13.830753	0.001986
3701	8.582678	0.003290
3801	22.936527	0.001264
3901	63.709794	0.000467
4001	8.138944	0.003751
4101	14.223092	0.002200
4201	21.232939	0.001509
4301	17.145210	0.001914
4401	33.415243	0.001005
4501	45.827505	0.000749
4601	8.049824	0.004361
4701	55.458962	0.000647
4801	99.668889	0.000368
4901	58.165870	0.000643
5001	3.658346	0.010429
5101	44.916959	0.000866
5201	14.417799	0.002752
5301	48.412038	0.000835
5401	57.957354	0.000711
5501	13.300674	0.003155
5601	31.205613	0.001369
5701	31.511827	0.001380
5801	35.595315	0.001243
5901	18.053774	0.002494
6001	26.395556	0.001735
6101	15.334498	0.003035
6201	15.690253	0.003015
6301	7.764024	0.006192
6401	38.410032	0.001271
6501	20.167055	0.002459
6601	45.354380	0.001110
6701	62.885878	0.000813
6801	21.714711	0.002390
6901	116.287377	0.000453
7001	15.418375	0.003464
7101	59.584223	0.000909
7201	46.966938	0.001170
7301	10.560334	0.005275
7401	15.652673	0.003607
7501	23.769976	0.002408
7601	33.084156	0.001753
7701	54.238339	0.001083
7801	19.489498	0.003054
7901	15.307360	0.003938
8001	18.370591	0.003323
8101	82.383988	0.000750
8201	113.535890	0.000551
8301	24.453665	0.002590
8401	41.621203	0.001540
8501	29.189488	0.002222
8601	120.889975	0.000543
8701	145.463249	0.000456
8801	122.135785	0.000550
8901	15.877986	0.004277
9001	47.678213	0.001440
9101	16.518487	0.004203
9201	36.826918	0.001906
9301	14.030755	0.005058
9401	10.660795	0.006728
9501	20.326705	0.003566
9601	9.604882	0.007626
9701	20.949413	0.003533
9801	18.956992	0.003944
9901	22.297517	0.003388
10001	55.047505	0.001386
10101	21.489461	0.003586
10201	24.269956	0.003207
10301	21.696321	0.003622
10401	122.201845	0.000649
10501	21.263850	0.003768
10601	20.046641	0.004035
10701	30.719865	0.002658
10801	49.452704	0.001666
10901	12.868312	0.006463
11001	130.734403	0.000642
11101	159.226017	0.000532
11201	12.525908	0.006822
11301	58.954843	0.001462
11401	73.178905	0.001189
11501	28.803280	0.003046
11601	74.214569	0.001193
11701	22.357512	0.003993
11801	117.875678	0.000764
11901	41.088624	0.002210
12001	14.641094	0.006254
12101	10.216529	0.009037
12201	32.969155	0.002823
12301	17.549994	0.005348
12401	26.744471	0.003538
12501	149.217606	0.000639
12601	45.500710	0.002113
12701	96.047825	0.001009
12801	116.917404	0.000835
12901	37.399748	0.002632
13001	150.998881	0.000657
13101	26.145397	0.003823
13201	138.685777	0.000726
13301	33.601404	0.003020
13401	274.505665	0.000372
13501	126.472417	0.000814
13601	15.846485	0.006548
13701	29.124298	0.003589
13801	24.588985	0.004282
13901	76.161559	0.001393
14001	11.241849	0.009502
14101	23.533909	0.004571
14201	53.398772	0.002029
14301	30.635595	0.003561
14401	198.658064	0.000553
14501	135.737917	0.000815
14601	17.093296	0.006517
14701	137.901625	0.000813
14801	61.806954	0.001827
14901	51.307396	0.002216
15001	13.162119	0.008695
15101	25.498758	0.004518
15201	38.401107	0.003020
15301	24.946097	0.004680
15401	123.458172	0.000952
15501	38.499705	0.003072
15601	31.005855	0.003839
15701	188.379760	0.000636
15801	30.702902	0.003926
15901	225.032939	0.000539
16001	34.249274	0.003564
16101	271.436184	0.000453
16201	134.019858	0.000922
16301	64.650556	0.001924
16401	19.660404	0.006365
16501	41.875995	0.003006
16601	134.193045	0.000944
16701	46.236032	0.002756
16801	35.738139	0.003587
16901	16.307734	0.007907
17001	119.564598	0.001085
17101	40.537686	0.003218
17201	16.600639	0.007905
17301	53.266928	0.002478
17401	45.772520	0.002900
17501	63.989745	0.002087
17601	158.974220	0.000845
17701	19.167479	0.007046
17801	17.234035	0.007880
17901	136.776499	0.000999
18001	46.937818	0.002926
18101	167.418866	0.000825
18201	25.441065	0.005458
18301	48.966446	0.002851
18401	102.850821	0.001365
18501	59.598072	0.002368
18601	110.120370	0.001289
18701	120.533667	0.001184
18801	68.401006	0.002097
18901	36.783206	0.003920
19001	200.701029	0.000722
19101	32.414480	0.004496
19201	117.532431	0.001246
19301	48.470913	0.003038
19401	89.591854	0.001652
19501	54.989461	0.002706
19601	86.621893	0.001726
19701	15.664258	0.009596
19801	162.378666	0.000930
19901	61.105583	0.002485
20001	242.513692	0.000629
20101	269.223613	0.000570
20201	213.590341	0.000722
20301	56.433201	0.002745
20401	282.475597	0.000551
20501	337.118868	0.000464
20601	26.458615	0.005940
20701	107.161128	0.001474
20801	43.716940	0.003630
20901	45.681291	0.003491
21001	252.443792	0.000635
21101	21.217053	0.007588
21201	33.296102	0.004858
21301	68.600313	0.002369
21401	295.676080	0.000552
21501	44.802250	0.003661
21601	45.217744	0.003645
21701	20.792608	0.007963
21801	202.328549	0.000822
21901	73.100509	0.002286
22001	22.830486	0.007352
22101	123.358019	0.001367
22201	367.596165	0.000461
22301	56.734524	0.002999
22401	48.063853	0.003556
22501	291.536750	0.000589
22601	123.132506	0.001400
22701	57.264628	0.003024
22801	65.243106	0.002666
22901	271.619083	0.000643
23001	39.018660	0.004497
23101	161.942342	0.001088
23201	38.502579	0.004597
23301	38.727183	0.004590
23401	26.853179	0.006649
23501	53.869530	0.003328
23601	64.272938	0.002802
23701	38.158882	0.004739
23801	26.308395	0.006902
23901	49.662047	0.003672
24001	42.650030	0.004293
24101	337.356840	0.000545
24201	70.635912	0.002614
24301	154.547859	0.001200
24401	62.001289	0.003003
24501	255.308838	0.000732
24601	36.902891	0.005086
24701	62.825205	0.003000
24801	230.970695	0.000819
24901	30.675636	0.006193
25001	91.408989	0.002087
25101	52.494702	0.003648
25201	46.116040	0.004169
25301	46.828795	0.004122
25401	63.907725	0.003032
25501	162.258393	0.001199
25601	57.114773	0.003420
25701	304.471635	0.000644
25801	58.179413	0.003383
25901	65.758300	0.003005
26001	154.658234	0.001283
26101	57.286598	0.003476
26201	57.977469	0.003448
26301	49.448982	0.004058
26401	55.684187	0.003617
26501	429.441473	0.000471
26601	54.210445	0.003744
26701	60.484932	0.003368
26801	50.749403	0.004029
26901	367.666710	0.000558
27001	28.710490	0.007175
27101	33.445779	0.006182
27201	53.967657	0.003845
27301	52.244041	0.003987
27401	27.100656	0.007714
27501	162.327400	0.001293
27601	79.403127	0.002652
27701	74.394380	0.002841
27801	194.681978	0.001089
27901	32.596246	0.006530
28001	77.803244	0.002746
28101	192.899438	0.001111
28201	51.965695	0.004140
28301	224.795466	0.000961
28401	195.833932	0.001106
28501	38.612225	0.005632
28601	53.231376	0.004099
28701	274.957452	0.000796
28801	30.609265	0.007179
28901	56.820501	0.003881
29001	31.458804	0.007033
29101	65.410865	0.003394
29201	346.628285	0.000643
29301	151.801899	0.001473
29401	117.620540	0.001907
29501	104.247863	0.002159
29601	66.358477	0.003403
29701	63.560520	0.003565
29801	313.870781	0.000724
29901	356.971193	0.000639
30001	75.520331	0.003031
30101	65.414867	0.003511
30201	58.207290	0.003959
30301	315.306451	0.000733
30401	233.822998	0.000992
30501	31.662677	0.007349
30601	39.906712	0.005850
30701	83.700082	0.002798
30801	310.653130	0.000756
30901	54.456525	0.004329
31001	46.215565	0.005118
31101	29.339524	0.008087
31201	60.840692	0.003913
31301	76.659398	0.003115
31401	86.382200	0.002773
31501	206.238056	0.001165
31601	186.878828	0.001290
31701	71.838191	0.003367
31801	55.500422	0.004372
31901	76.030436	0.003201
32001	65.323054	0.003738
32101	81.089615	0.003020
32201	389.074539	0.000631
32301	448.937828	0.000549
32401	31.318819	0.007893
32501	68.356088	0.003628
32601	35.424800	0.007021
32701	345.120840	0.000723
32801	83.024547	0.003014
32901	35.630811	0.007045
33001	98.734265	0.002550
33101	230.445513	0.001096
33201	53.457652	0.004738
33301	81.729586	0.003109
33401	234.659230	0.001086
33501	39.631454	0.006449
33601	35.570573	0.007207
