main2_Seq, time [ms], size=5000000	step=25000
1	97.431515	26.274208	23.802818	501.640472	10.297246	659.446259	
2	96.984290	28.440933	22.827511	483.933316	10.234829	642.420879	
4	96.940024	31.005702	21.072053	457.567738	9.693217	616.278734	
8	97.134526	35.491901	17.409898	437.713232	10.080857	597.830414	
16	96.951190	41.990230	22.080492	416.701452	9.938893	587.662257	
32	97.074555	49.635169	26.072757	394.675783	10.154032	577.612296	
64	96.871501	52.867754	27.804044	374.854656	10.024602	562.422557	
128	96.601282	54.193280	27.845821	353.799512	10.242282	542.682177	
256	96.652880	57.382055	28.576525	332.104730	10.397288	525.113478	
512	96.630044	66.526242	27.702322	310.141647	10.240585	511.240840	
1024	97.039768	94.120643	28.214670	286.986053	10.322508	516.683642	
2048	97.111878	139.917736	28.789090	265.520771	10.546303	541.885778	
4096	97.131727	179.913006	29.743866	246.402860	10.970903	564.162362	
8192	97.201131	203.711068	31.895438	226.741758	11.705950	571.255345	
16384	97.090890	204.732582	20.956644	204.759942	13.639464	541.179522	
32768	97.038348	236.709654	18.161906	184.464720	15.197381	551.572009	
57768	96.979782	282.378487	21.512077	166.525588	16.393135	583.789069	
82768	97.053902	302.546797	23.952443	152.399157	16.265756	592.218055	
107768	97.233087	322.667241	25.726163	142.164868	16.097259	603.888618	
132768	97.159657	287.315854	24.709891	133.630347	16.108546	558.924295	
157768	97.086112	597.447320	26.306042	125.765221	16.433683	863.038378	
182768	97.042438	397.151941	26.231462	121.476114	16.507057	658.409012	
207768	96.935069	432.640185	27.492180	116.656982	16.633557	690.357973	
232768	97.101800	436.644892	27.076806	112.435608	16.530321	689.789427	
257768	97.116299	499.087724	27.622182	108.361452	16.557087	748.744744	
282768	97.442305	606.012520	27.270989	104.788577	17.942284	853.456675	
307768	97.064395	530.976096	27.750238	98.790678	16.904083	771.485490	
332768	97.135568	669.763046	28.872321	94.726432	17.317981	907.815348	
357768	97.213446	599.585809	27.083578	90.044277	16.961318	830.888428	
382768	97.032778	624.293480	29.358139	86.957568	17.688196	855.330161	
407768	97.074651	613.697665	29.092592	83.843538	17.880498	841.588944	
432768	97.133910	647.727377	27.907562	81.836485	18.022162	872.627496	
457768	97.127472	661.551311	28.207583	79.417590	17.975378	884.279334	
482768	97.023872	643.516309	29.206963	78.115103	18.528231	866.390478	
507768	97.058944	668.299986	28.954727	76.861694	18.826614	890.001965	
532768	97.173754	686.963378	29.790710	75.894545	19.089086	908.911473	
557768	97.190240	703.595391	30.516477	74.950870	19.339520	925.592498	
582768	96.941902	684.386410	30.483508	74.088292	19.702278	905.602390	
607768	97.127662	701.175806	31.620228	73.423355	19.994883	923.341934	
632768	97.138013	737.013500	32.207460	72.183515	19.437848	957.980336	
657768	97.110715	713.299646	32.392301	71.975633	20.012927	934.791222	
682768	97.063017	729.191522	32.365732	71.473060	20.469370	950.562701	
707768	97.047868	772.826526	32.735474	71.292070	20.975667	994.877605	
732768	97.196066	742.585092	36.627814	70.180571	20.363619	966.953162	
757768	97.042653	752.509631	36.216696	69.684800	20.652325	976.106105	
782768	97.008022	765.476850	36.334136	69.657281	21.211639	989.687928	
807768	97.135792	770.922833	36.819861	69.622338	21.741073	996.241897	
832768	97.049917	757.064465	36.663259	69.501432	22.102537	982.381610	
857768	97.098104	771.847352	41.525666	68.974593	21.648138	1001.093853	
882768	97.110338	754.924270	41.514832	68.512740	21.752335	983.814515	
907768	97.087070	763.396730	41.319034	68.730911	22.704556	993.238301	
932768	97.032587	746.346601	41.256972	68.759332	22.986186	976.381678	
957768	97.199309	754.670780	41.091266	68.576126	23.497620	985.035101	
982768	97.086515	765.614682	41.240139	68.626666	23.847915	996.415917	
1007768	97.238662	783.182780	54.870118	67.916835	23.313499	1026.521894	
1032768	97.132209	768.075591	54.026718	67.876842	23.541744	1010.653104	
1057768	97.101456	773.059203	52.946700	67.884985	24.104100	1015.096444	
1082768	97.068153	780.895248	52.375062	68.001063	24.477546	1022.817072	
1107768	97.153734	767.508728	50.684700	68.005431	24.887185	1008.239778	
1132768	97.171211	773.542740	51.248192	68.071868	25.274398	1015.308409	
1157768	97.036156	779.495707	50.902713	68.177863	25.657363	1021.269802	
1182768	97.155435	785.354451	50.144018	68.062804	25.995552	1026.712260	
1207768	97.196472	770.178788	50.475688	67.948060	26.271363	1012.070371	
1232768	96.898473	766.254453	50.420479	68.138105	26.793051	1008.504561	
1257768	96.953843	809.679204	83.394515	67.903336	26.322663	1084.253561	
1282768	97.078254	796.548452	81.479697	68.049435	26.601128	1069.756966	
1307768	97.171930	801.886505	79.611067	67.910597	27.016592	1073.596691	
1332768	97.077493	805.124737	77.110836	68.228486	27.415234	1074.956786	
1357768	97.200437	810.048340	74.655542	68.367558	27.779421	1078.051298	
1382768	97.085211	796.272688	74.045661	68.420222	28.197264	1064.021046	
1407768	97.120012	821.191127	72.476829	68.654417	28.617096	1088.059481	
1432768	97.083047	825.445281	70.562640	68.719630	28.889015	1090.699613	
1457768	97.082156	827.879042	69.876796	68.902346	29.255539	1092.995879	
1482768	96.988102	836.521852	69.098898	69.035927	29.470878	1101.115657	
1507768	97.067061	820.815984	68.372501	69.031128	29.851832	1085.138506	
1532768	97.013032	825.903188	67.863524	69.351528	30.298538	1090.429810	
1557768	97.062883	812.994933	66.768409	69.599645	30.756662	1077.182532	
1582768	97.157704	816.906183	66.985185	69.745145	30.947628	1081.741845	
1607768	96.971580	823.681083	66.773503	69.850196	31.592084	1088.868446	
1632768	97.143198	808.366271	65.746352	69.992196	31.728355	1072.976372	
