1	0.000195
2	0.000392
3	0.000590
4	0.000783
5	0.001026
6	0.001086
7	0.001146
8	0.000898
9	0.000118
10	0.000053
11	0.002155
12	0.002322
13	0.002509
14	0.002762
15	0.002946
16	0.003138
17	0.003365
18	0.003513
19	0.003699
20	0.003933
21	0.004143
22	0.004391
23	0.004619
24	0.004808
25	0.004991
26	0.005164
27	0.005462
28	0.005677
29	0.005897
30	0.006113
31	0.006266
32	0.006465
33	0.006683
34	0.006779
35	0.007075
36	0.007285
37	0.007441
38	0.007609
39	0.007838
40	0.007908
41	0.008197
42	0.008437
43	0.008267
44	0.008902
45	0.009089
46	0.009309
47	0.008266
48	0.009745
49	0.009821
50	0.009975
51	0.010072
52	0.010406
53	0.010351
54	0.010776
55	0.010994
56	0.000197
57	0.010905
58	0.011095
59	0.011254
60	0.011678
61	0.012072
62	0.012466
63	0.012562
64	0.012781
65	0.012805
66	0.013055
67	0.013172
68	0.013359
69	0.013602
70	0.013866
71	0.014001
72	0.014125
73	0.014398
74	0.014418
75	0.014745
76	0.015336
77	0.015580
78	0.015790
79	0.016032
80	0.016138
81	0.016607
82	0.016671
83	0.016601
84	0.016428
85	0.016886
86	0.016816
87	0.016947
88	0.017177
89	0.017268
90	0.018011
91	0.018340
92	0.018618
93	0.018765
94	0.018961
95	0.018832
96	0.019050
97	0.019553
98	0.019886
99	0.020065
100	0.020121
101	0.020228
102	0.000361
103	0.019677
104	0.019629
105	0.019972
106	0.020689
107	0.021183
108	0.021290
109	0.021368
110	0.022021
111	0.022070
112	0.022385
113	0.019931
114	0.022815
115	0.022932
116	0.022906
117	0.022951
118	0.023307
119	0.023257
120	0.023757
121	0.023962
122	0.023855
123	0.024160
124	0.024375
125	0.024021
126	0.025188
127	0.025251
128	0.025369
129	0.025851
130	0.025764
131	0.026190
132	0.026103
133	0.026566
134	0.026612
135	0.026704
136	0.026816
137	0.026773
138	0.027264
139	0.027870
140	0.027641
141	0.027807
142	0.028073
143	0.028202
144	0.029234
145	0.029748
146	0.030360
147	0.030069
148	0.000523
149	0.028936
150	0.028907
151	0.029181
152	0.029810
153	0.030884
154	0.031201
155	0.030481
156	0.030724
157	0.031691
158	0.031371
159	0.032045
160	0.032131
161	0.032781
162	0.032698
163	0.033229
164	0.033343
165	0.033550
166	0.033924
167	0.034415
168	0.034588
169	0.034362
170	0.033945
171	0.035007
172	0.034164
173	0.035226
174	0.035256
175	0.035241
176	0.035017
177	0.035266
178	0.036042
179	0.035940
180	0.036493
181	0.036906
182	0.036929
183	0.037370
184	0.037528
185	0.037571
186	0.037529
187	0.037601
188	0.036632
189	0.037296
190	0.038037
191	0.038161
192	0.038469
193	0.038409
194	0.003800
195	0.000846
196	0.037608
197	0.038063
198	0.039134
199	0.039856
200	0.041019
201	0.040241
202	0.040699
203	0.041087
204	0.040893
205	0.040825
206	0.041130
207	0.041626
208	0.042048
209	0.041801
210	0.041510
211	0.042391
212	0.042273
213	0.033927
214	0.043615
215	0.044443
216	0.044494
217	0.043204
218	0.043565
219	0.043700
220	0.044535
221	0.044892
222	0.044744
223	0.044865
224	0.044611
225	0.045335
226	0.044759
227	0.044804
228	0.045664
229	0.046179
230	0.047371
231	0.047385
232	0.047491
233	0.047203
234	0.047762
235	0.046890
236	0.047653
237	0.047875
238	0.047568
239	0.047861
240	0.048821
241	0.000851
242	0.046551
243	0.046998
244	0.047274
245	0.047809
246	0.049853
247	0.050358
248	0.050818
249	0.048243
250	0.050956
251	0.051151
252	0.051135
253	0.051724
254	0.051355
255	0.051259
256	0.050630
257	0.050559
258	0.051131
259	0.052155
260	0.048959
261	0.051867
262	0.052521
263	0.052642
264	0.054096
265	0.054068
266	0.054142
267	0.054634
268	0.053832
269	0.054816
270	0.055184
271	0.054699
272	0.055386
273	0.054963
274	0.054485
275	0.054887
276	0.055523
277	0.055687
278	0.055878
279	0.055443
280	0.055969
281	0.055745
282	0.056720
283	0.057270
284	0.057699
285	0.058209
286	0.057986
287	0.059033
288	0.001017
289	0.055143
290	0.055825
291	0.056783
292	0.057886
293	0.059293
294	0.059054
295	0.059062
296	0.058964
297	0.059083
298	0.060179
299	0.060934
300	0.061317
301	0.060348
302	0.059656
303	0.059678
304	0.059705
305	0.061027
306	0.060643
307	0.060207
308	0.060074
309	0.061082
310	0.060948
311	0.061630
312	0.061394
313	0.061438
314	0.061759
315	0.063353
316	0.064832
317	0.065269
318	0.064028
319	0.065157
320	0.064299
321	0.065128
322	0.065406
323	0.066200
324	0.065662
325	0.064990
326	0.064936
327	0.065737
328	0.065701
329	0.064118
330	0.065272
331	0.065853
332	0.066629
333	0.068156
334	0.001178
335	0.064177
336	0.063089
337	0.062864
338	0.065072
339	0.067101
340	0.067935
341	0.067152
342	0.066367
343	0.066704
344	0.067708
345	0.059774
346	0.067990
347	0.067117
348	0.067398
349	0.068212
350	0.069011
351	0.069501
352	0.070070
353	0.070405
354	0.070614
355	0.070015
356	0.071076
357	0.070582
358	0.070660
359	0.071014
360	0.070195
361	0.070898
362	0.071894
363	0.071571
364	0.065854
365	0.071817
366	0.072786
367	0.073311
368	0.074446
369	0.074733
370	0.075318
371	0.075520
372	0.074601
373	0.073365
374	0.075014
375	0.074955
376	0.073442
377	0.075094
