N=8192, reps=300
4	6.315586	6.906975	6.107608	6.110280	
5	4.943341	5.556481	4.974617	4.974618	
6	4.405313	4.697039	4.438868	4.443602	
7	4.390063	4.434271	4.370627	4.376228	
8	3.886680	3.989521	3.854960	3.860469	
9	4.324090	4.315555	4.239874	4.242074	
10	4.186985	4.234305	4.105244	4.127273	
11	4.233559	4.150733	4.105990	4.101579	
12	4.095739	4.120375	3.932178	3.942207	
13	4.210673	4.099460	4.029827	4.028479	
14	4.141857	4.048585	3.952018	3.956280	
15	4.168613	3.986733	3.961015	4.021778	
16	3.225352	3.874136	3.038300	2.989060	
17	4.172676	3.726122	3.911708	3.913884	
18	4.181893	3.652622	3.894657	3.899011	
19	4.244731	3.522225	3.925991	3.937544	
20	4.059818	3.380054	3.743446	3.741656	
21	4.262219	3.307972	3.901278	3.905174	
22	4.203292	3.193446	3.836723	3.842369	
23	4.437081	4.233067	4.040950	4.100987	
24	4.093570	4.130707	3.670554	3.639740	
25	4.294519	4.026875	3.904154	3.910601	
26	4.232728	3.954345	3.830671	3.837978	
27	4.234363	3.883842	3.843843	3.863446	
28	4.094840	3.880562	3.646280	3.642131	
29	4.195017	3.783678	3.806143	3.810902	
30	4.221787	3.769575	3.744548	3.750867	
31	4.593724	3.740120	3.798177	3.940131	
32	5.144917	3.747847	3.717939	2.435019	
