N=2048, reps=3000
4	0.355231	0.346737	0.329711	0.330136	
5	0.222128	0.257219	0.224357	0.224335	
6	0.160709	0.211534	0.168928	0.169589	
7	0.136120	0.185462	0.138966	0.140423	
8	0.123612	0.172287	0.123615	0.123631	
9	0.133757	0.178475	0.133625	0.133990	
10	0.133288	0.180159	0.132838	0.136043	
11	0.130298	0.174381	0.127867	0.126896	
12	0.132093	0.179024	0.126430	0.127029	
13	0.139160	0.182252	0.132038	0.131999	
14	0.146452	0.183976	0.135315	0.136077	
15	0.138303	0.180989	0.127813	0.138063	
16	0.140988	0.178450	0.127309	0.123405	
17	0.149079	0.174683	0.129208	0.129468	
18	0.184500	0.174417	0.151608	0.153196	
19	0.177777	0.169223	0.142178	0.144521	
20	0.175951	0.165725	0.135019	0.135079	
21	0.168806	0.161480	0.131371	0.131716	
22	0.163403	0.159233	0.129243	0.129631	
23	0.245528	0.233795	0.188730	0.198839	
24	0.236169	0.230931	0.179661	0.172819	
25	0.231239	0.217606	0.165317	0.166221	
26	0.227443	0.214363	0.157849	0.158763	
27	0.226827	0.212143	0.150711	0.153937	
28	0.231363	0.219250	0.146978	0.146304	
29	0.233261	0.210440	0.141282	0.142176	
30	0.239998	0.212933	0.137872	0.138192	
31	0.276210	0.212647	0.135838	0.223681	
32	0.316593	0.226320	0.236210	0.124528	
