N=8192, reps=300
4	6.317350	6.907337	6.105524	6.106752	
5	4.932125	5.543038	4.968544	4.974731	
6	4.405550	4.696304	4.438630	4.443429	
7	4.389696	4.435363	4.369712	4.373913	
8	3.885790	3.988509	3.854996	3.859474	
9	4.325191	4.315273	4.239786	4.242852	
10	4.186404	4.234479	4.105402	4.127655	
11	4.235255	4.149853	4.105933	4.101698	
12	4.095624	4.119945	3.932608	3.942653	
13	4.210741	4.099398	4.030322	4.029154	
14	4.141867	4.048692	3.951899	3.955606	
15	4.168539	3.986543	3.960291	4.021795	
16	3.225255	3.874411	3.038167	2.989183	
17	4.173839	3.725974	3.910054	3.913282	
18	4.181688	3.652136	3.894546	3.899031	
19	4.244101	3.522512	3.926072	3.937621	
20	4.059875	3.379545	3.743706	3.741639	
21	4.262603	3.307775	3.901709	3.904686	
22	4.203088	3.193228	3.837717	3.842447	
23	4.436423	4.232510	4.040644	4.101250	
24	4.093169	4.130059	3.670126	3.638767	
25	4.292789	4.026169	3.903382	3.909964	
26	4.233324	3.954369	3.830395	3.837876	
27	4.234058	3.883732	3.843389	3.862238	
28	4.094322	3.880140	3.645508	3.643271	
29	4.193993	3.784576	3.805278	3.810650	
30	4.220533	3.769829	3.743773	3.751248	
31	4.593746	3.740026	3.799072	3.940013	
32	5.145361	3.747738	3.717132	2.434588	
