N=2048, reps=3000
4	0.345763	0.347179	0.330470	0.330328	
5	0.222176	0.257708	0.224261	0.224747	
6	0.160744	0.211618	0.168648	0.169389	
7	0.136107	0.185433	0.139381	0.140398	
8	0.123232	0.172413	0.123278	0.123840	
9	0.133782	0.178538	0.133658	0.134041	
10	0.133294	0.180133	0.132873	0.135967	
11	0.130481	0.174308	0.127559	0.127024	
12	0.167183	0.177072	0.123194	0.124278	
13	0.137197	0.180476	0.129264	0.129154	
14	0.145208	0.182018	0.132717	0.135306	
15	0.136787	0.178945	0.124807	0.136512	
16	0.140356	0.176662	0.124882	0.120155	
17	0.147951	0.172745	0.126074	0.126825	
18	0.184350	0.172555	0.150191	0.151669	
19	0.177782	0.167296	0.259157	0.144728	
20	0.178647	0.165654	0.135268	0.136786	
21	0.171831	0.161494	0.131634	0.132337	
22	0.163248	0.159410	0.129193	0.129678	
23	0.245472	0.233614	0.188710	0.198810	
24	0.236409	0.230933	0.179886	0.173348	
25	0.231262	0.217772	0.165283	0.166184	
26	0.227601	0.214132	0.157876	0.158976	
27	0.226825	0.212488	0.150251	0.154096	
28	0.231422	0.219380	0.147275	0.146746	
29	0.233284	0.210101	0.141787	0.142144	
30	0.239651	0.212974	0.138079	0.138737	
31	0.275943	0.212776	0.135839	0.224185	
32	0.316223	0.226589	0.236644	0.125221	
