N=2048, reps=3000
4	0.350442	0.346760	0.329874	0.330171	
5	0.222149	0.257312	0.224146	0.224802	
6	0.160588	0.211654	0.168728	0.169512	
7	0.136167	0.185442	0.139196	0.140477	
8	0.123009	0.172438	0.123552	0.123850	
9	0.133799	0.178366	0.133433	0.133869	
10	0.133677	0.180035	0.133029	0.135750	
11	0.130291	0.174267	0.127827	0.127287	
12	0.131794	0.179155	0.126164	0.127386	
13	0.139230	0.182413	0.131954	0.131685	
14	0.146664	0.183845	0.135599	0.135945	
15	0.138627	0.180873	0.127785	0.138094	
16	0.141103	0.178590	0.127391	0.123360	
17	0.148856	0.174899	0.129099	0.129816	
18	0.184472	0.174413	0.151689	0.153120	
19	0.177754	0.169152	0.142052	0.144361	
20	0.176037	0.165629	0.135225	0.135172	
21	0.168915	0.161200	0.131507	0.131765	
22	0.163390	0.159241	0.129309	0.129461	
23	0.245575	0.233445	0.188920	0.198862	
24	0.236314	0.230860	0.179779	0.172800	
25	0.231244	0.217663	0.165378	0.166159	
26	0.227317	0.214466	0.157672	0.159260	
27	0.226633	0.212174	0.150745	0.153920	
28	0.231522	0.219104	0.146992	0.145809	
29	0.233756	0.210118	0.141525	0.142148	
30	0.239542	0.213125	0.137594	0.138535	
31	0.276009	0.212676	0.135685	0.223706	
32	0.316265	0.226851	0.235978	0.124671	
