N=2048, reps=3000
4	0.356839	0.346645	0.330254	0.330328	
5	0.222250	0.257046	0.224573	0.224625	
6	0.160466	0.211700	0.168477	0.169732	
7	0.136076	0.185628	0.139080	0.140632	
8	0.123019	0.172487	0.123565	0.123813	
9	0.133755	0.178239	0.133798	0.133918	
10	0.133854	0.180067	0.132890	0.135925	
11	0.130208	0.174480	0.127636	0.127212	
12	0.131814	0.179085	0.126386	0.127293	
13	0.139404	0.182321	0.132037	0.131876	
14	0.146786	0.183888	0.135719	0.136005	
15	0.138163	0.181066	0.127776	0.138226	
16	0.141117	0.179065	0.127413	0.123302	
17	0.148999	0.174816	0.129296	0.129732	
18	0.184653	0.174528	0.151777	0.152729	
19	0.177956	0.169305	0.142377	0.144245	
20	0.176310	0.165608	0.135403	0.135178	
21	0.168943	0.161223	0.131210	0.131892	
22	0.163261	0.159478	0.129227	0.129660	
23	0.245457	0.233655	0.189082	0.198747	
24	0.236432	0.230844	0.179539	0.173005	
25	0.231265	0.217683	0.165469	0.165880	
26	0.227778	0.214476	0.157729	0.159141	
27	0.226547	0.212362	0.150424	0.154193	
28	0.231421	0.219556	0.147116	0.145799	
29	0.233804	0.210334	0.141688	0.142046	
30	0.239867	0.213342	0.137581	0.138411	
31	0.275996	0.213019	0.135585	0.223747	
32	0.316266	0.226947	0.235844	0.125006	
