N=16384, reps=30
4	40.774342	29.233671	41.015282	41.001564	
5	41.359524	24.882933	41.399368	41.403214	
6	36.643730	22.040503	36.603653	36.614822	
7	36.187885	21.455473	35.820671	35.834190	
8	26.673622	18.326847	26.644911	26.657341	
9	31.705763	19.767200	31.038277	31.041388	
10	28.271261	18.667336	27.768375	27.829081	
11	28.493877	17.774548	27.664158	27.641382	
12	24.673824	16.781406	23.753923	23.776728	
13	26.099461	16.297548	25.023811	25.016407	
14	24.273438	15.748106	23.172001	23.191372	
15	24.459400	15.087186	23.316317	23.424971	
16	17.439060	13.659616	16.292097	16.165936	
17	23.271982	14.306907	21.922064	21.943810	
18	21.754915	15.243975	20.498011	20.493975	
19	21.970726	14.591395	20.606899	20.623980	
20	19.813910	13.857753	18.447590	18.430857	
21	21.244732	13.423056	19.779390	19.781485	
22	20.284273	12.918762	18.841597	18.853130	
23	19.638237	17.574327	18.537054	18.619465	
24	16.831551	16.817589	15.251461	15.204576	
25	18.888487	16.578449	17.750397	17.776680	
26	18.141640	16.053741	16.987465	16.999352	
27	18.072775	15.727944	17.053820	17.098589	
28	16.580360	15.585986	15.525791	15.536483	
29	17.222822	15.109401	16.459887	16.473820	
30	16.928551	14.991275	15.823700	15.852999	
31	18.436401	14.902604	16.046392	15.907152	
32	20.383776	14.628781	14.668802	9.870070	
