N=8192, reps=300
4	6.321185	6.911086	6.110400	6.117241	
5	4.942754	5.555562	4.972819	4.973683	
6	4.405442	4.697665	4.438396	4.441884	
7	4.389944	4.434779	4.369799	4.373750	
8	3.886266	3.988687	3.854469	3.859766	
9	4.324820	4.315220	4.240246	4.242635	
10	4.186089	4.234061	4.105355	4.127021	
11	4.234494	4.149746	4.106487	4.100124	
12	4.094863	4.119048	3.932556	3.940905	
13	4.210869	4.099398	4.030008	4.028690	
14	4.141747	4.048792	3.951757	3.957214	
15	4.168766	3.986360	3.960602	4.021763	
16	3.225369	3.874082	3.038176	2.989363	
17	4.173550	3.725956	3.910254	3.913361	
18	4.181703	3.652107	3.893997	3.899238	
19	4.244982	3.522069	3.926092	3.937456	
20	4.059491	3.379774	3.742832	3.741567	
21	4.261729	3.307733	3.901379	3.904383	
22	4.202656	3.193543	3.836873	3.841771	
23	4.435921	4.233739	4.040998	4.102188	
24	4.092731	4.130025	3.669731	3.638980	
25	4.292392	4.027004	3.903382	3.909279	
26	4.232031	3.955559	3.830570	3.838138	
27	4.233464	3.883547	3.842608	3.862843	
28	4.094572	3.879816	3.646569	3.641911	
29	4.193898	3.783739	3.805801	3.811872	
30	4.220646	3.769461	3.743329	3.751128	
31	4.592447	3.739419	3.798318	3.940164	
32	5.143596	3.747867	3.716729	2.435730	
